id,event_type,event_cause,address,latitude,longitude,junction,zone,corridor,start_datetime,end_datetime,requires_road_closure,priority,direction,status,description,veh_type,police_station,closed_datetime,resolved_datetime,resolved_at_address,resolved_at_latitude,resolved_at_longitude,created_by_id,duration_min,start_hour
FKID005656,unplanned,construction,"Hennur Main Road, Regency La Majada, Hennur Bande, Bengaluru, Karnataka. Pin-560043 (India)",13.0399417,77.641353,unknown,North Zone 1,Airport New South Road,2024-01-06 04:40:00.640000+00:00,2024-01-06 04:42:46+00:00,False,High,unknown,closed,ವಡ್ಡರಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಲಾರಿ ಪಂಚರಾಗಿರುತ್ತದೆ ಸರ್. ಟ್ರಾಫಿಕ್ ನಿಧಾನ ಗತಿಯಲ್ಲಿರುತ್ತದೆ ಸರ್,unknown,Hennuru,,,,,,FKUSR00280,2.8,4.0
FKID005657,unplanned,vehicle_breakdown,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.9985834,77.5842114,unknown,Central Zone 2,Bellary Road 1,2024-01-07 02:01:33.403000+00:00,,False,High,unknown,closed,Vehicle shifted to service road traffic normal moving,truck,Sadashivanagar,,,,,,FKUSR00077,,2.0
FKID005658,unplanned,others,"1st A Cross Road, Malai Mahadeshwara Layout, Block 9, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.9665073,77.5127583,unknown,West Zone 1,Non-corridor,2024-01-07 18:36:08.403000+00:00,,False,Low,unknown,closed,oil  leakage.,unknown,Jnanabharathi,2024-01-12 20:21:55.543357+00:00,,,,,FKUSR00324,7305.8,18.0
FKID005659,unplanned,procession,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",13.0517848,77.6310318,unknown,North Zone 1,Hennur Main Road,2024-01-08 05:20:00.065000+00:00,,False,High,unknown,closed,ಸರ್ ನಮಸ್ತೆ ಹೊಣಿಸಂದ್ರ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಆರ್ ಎಸ್ ಎಸ್ ರವರಿಂದ ಹಿಂದೂ ಜಾಗೃತ ಶೋಭಾ ಯಾತ್ರೆ ನಡೆಯುತ್ತಿದ್ದು ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ,unknown,Hennuru,2024-01-08 07:04:31.267355+00:00,,,,,FKUSR01498,104.5,5.0
FKID005660,unplanned,others,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",13.0312568,77.5772563,unknown,North Zone 2,Non-corridor,2024-01-09 09:06:29.490000+00:00,,False,Low,unknown,closed,Traffic management solve sir [PERSON] to [PERSON] cross sir,unknown,Kodigehalli,2024-01-09 19:20:53.080547+00:00,,,,,FKUSR00346,614.4,9.0
FKID005661,unplanned,vehicle_breakdown,"Dr Vishnuvardhan Main Road, Kanakadas Circle, Gaanakallu, Bengaluru, Karnataka. Pin-560060 (India)",12.9039965,77.5108461,unknown,West Zone 1,Non-corridor,2024-01-10 02:31:56.364000+00:00,,False,Low,unknown,resolved,Vehicle wheel jam,bmtc_bus,Kengeri,,2024-01-10 03:38:48.664553+00:00,"Dr Vishnuvardhan Main Road, Kanakadas Circle, Gaanakallu, Bengaluru, Karnataka. Pin-560060 (India)",12.9039965,77.5108461,FKUSR01627,66.9,2.0
FKID005662,unplanned,accident,"Thanisandra Main Road, Monarch Serenity, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",13.0596021,77.6328369,unknown,North Zone 1,Hennur Main Road,2024-01-12 06:07:28.281000+00:00,,False,High,unknown,closed,ಸಾರ್ ನಮಸ್ತೆ ಥಣಿಸಂದ್ರ ಮುಖ್ಯ ರಸ್ತೆ ರೈಲ್ವೆ ಬ್ರಿಜ್ ಕೆಳಗೆ ಹಿಟಾಚಿ ತುಂಬಿಕೊಂಡು ಹೋಗುತ್ತಿದ್ದ ಲಾರಿ ರೈಲ್ವೆ ಬ್ರಿಡ್ಜ್ ಗೆ ತಾಗಿ ಜಾಮ್ ಆಗಿರುತ್ತದೆ ಸಂಚಾರ ದಟ್ಟಣೆ ಉಂಟಾಗಿರುತ್ತದೆ  ಉಂಟಾಗಿರುತ್ತದೆ,unknown,Hennuru,,,,,,FKUSR01498,,6.0
FKID005663,unplanned,vehicle_breakdown,"3rd Cross Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",12.9632266,77.6327085,unknown,Central Zone 1,Non-corridor,2024-01-13 06:55:38.344000+00:00,,False,Low,unknown,closed,BMTC bus off commando hospital towards [PERSON] old airport road,bmtc_bus,Halasur,,,,,,FKUSR00345,,6.0
FKID005664,unplanned,vehicle_breakdown,"Hosur Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",12.8193343,77.6881485,unknown,unknown,Non-corridor,2024-01-13 07:47:55.456000+00:00,,False,Low,unknown,closed,Sir [LOCATION] station service towrds chandapur  road  hgv battary blast,heavy_vehicle,Electronic City,,,,,,FKUSR00587,,7.0
FKID005665,unplanned,accident,"Whitefield Road, Salarpuria GR Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.98659378,77.74480898,unknown,East Zone 1,Non-corridor,2024-01-16 01:09:50.024119+00:00,,False,Low,unknown,closed,,unknown,Mahadevapura,,,,,,FKUSR01641,,1.0
FKID005666,unplanned,vehicle_breakdown,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9466212,77.698561,unknown,East Zone 1,ORR East 1,2024-01-16 02:44:55.240000+00:00,,False,High,unknown,closed,Due to break fail marattalli police station towards [PERSON] ring road sir,heavy_vehicle,HAL Old Airport,2024-01-16 04:08:19.668102+00:00,,,,,FKUSR00359,83.4,2.0
FKID005667,unplanned,vehicle_breakdown,"Bengaluru Bellary Road, Ecopolis, Yelahanka, Bengaluru, Karnataka. Pin-560063 (India)",13.1269413,77.6129786,unknown,North Zone 2,Bellary Road 2,2024-01-16 03:16:47.231000+00:00,,False,High,unknown,closed,Bsf service road to wards bagaluru cross service road bbmp [PERSON] tyer bust sir traffic normal mument sir,heavy_vehicle,Yelahanka,,,,,,FKUSR00105,,3.0
FKID005668,unplanned,vehicle_breakdown,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.9191487,77.542111,unknown,West Zone 1,Non-corridor,2024-01-16 05:56:03.596000+00:00,,False,Low,unknown,closed,,lcv,Banashankari,2024-01-16 06:53:30.295675+00:00,,,,,FKUSR01117,57.4,5.0
FKID005669,unplanned,vehicle_breakdown,"5th Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",12.9889822,77.5072463,unknown,West Zone 1,Magadi Road,2024-01-16 05:44:01.141000+00:00,,False,High,unknown,closed,,lcv,Kamakshipalya,2024-01-16 06:54:51.721003+00:00,,,,,FKUSR01643,70.8,5.0
FKID005670,unplanned,accident,"Whitefield Road, Salarpuria GR Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.98659378,77.74480898,unknown,East Zone 1,Non-corridor,2024-01-16 01:16:11.281462+00:00,,False,Low,unknown,closed,,unknown,Mahadevapura,,,,,,FKUSR01644,,1.0
FKID005671,unplanned,vehicle_breakdown,"23rd Main Road, Jenakal Siddeswara Nagar, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.0129294,77.5299099,unknown,West Zone 1,Non-corridor,2024-01-16 09:31:47.023000+00:00,,False,Low,unknown,closed,Petrol [PERSON] ninthide,heavy_vehicle,Rajajinagar,,,,,,FKUSR00131,,9.0
FKID005673,unplanned,others,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",12.9359267,77.7057889,unknown,East Zone 1,Non-corridor,2024-01-16 19:56:25.565000+00:00,,False,Low,unknown,active,White taping.,unknown,HAL Old Airport,,,,,,FKUSR00435,,19.0
FKID005674,unplanned,road_conditions,"ITPL Main Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9701769,77.712453,unknown,East Zone 1,Non-corridor,2024-01-16 21:32:32.773000+00:00,,False,Low,unknown,closed,,unknown,HAL Old Airport,2024-03-26 21:13:46.496557+00:00,,,,,FKUSR01207,100781.2,21.0
FKID005675,unplanned,vehicle_breakdown,"Bellary Road, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.0677815,77.5929705,Batrayanapura(Amrutahalli)Junction,North Zone 1,Bellary Road 2,2024-01-16 20:26:50.814000+00:00,,False,High,unknown,closed,[PERSON] on flyover towards airport lgv offroad deu to starting problem sir,others,Kodigehalli,,,,,,FKUSR00089,,20.0
FKID005676,unplanned,pot_holes,"Western Avenue, Lake View Circle, Begur, Bengaluru, Karnataka. Pin-560068 (India)",12.8775833,77.624605,unknown,South Zone 1,Non-corridor,2024-01-16 23:03:08.176000+00:00,,False,Low,unknown,active,Bad road condition sir,unknown,Hulimavu,,,,,,FKUSR00699,,23.0
FKID005677,unplanned,vehicle_breakdown,"Doddaballapur Main Road, Vinayaka Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.1144622,77.5789766,unknown,North Zone 2,Non-corridor,2024-01-16 21:40:55.366000+00:00,,False,Low,unknown,closed,ದೊಡ್ಡಬಳ್ಳಾಪುರ ಮೇನ್ ರೋಡ್ ಅನಂತಪುರ ಗೇಟ್ ಬಸ್ ನಿಲ್ದಾಣ ದಲ್ಲಿ ಬಲ್ಗರ್ ವಾಹನ ಟೈಯರ್ ಬ್ಲಾಸ್ಟ್ ಆಗಿ ಕೆಟ್ಟು ನಿಂತ್ತಿದ್ದು ನಾರ್ಮಲ್ ಟ್ರಾಫಿಕ್ ಇರುತ್ತದೆ ಸರ್.,heavy_vehicle,Yelahanka,,,,,,FKUSR00577,,21.0
FKID005678,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005679,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005680,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005681,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005682,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005683,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005684,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005685,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005686,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005687,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005688,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)|/bin/cat /etc/passwd",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005689,unplanned,accident,"""2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005690,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005691,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005692,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005693,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)""",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005694,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,|/bin/cat /etc/passwd,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005695,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005696,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005697,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,"""",unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005698,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005699,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)<script>alert(ptk_xss_1)</script>",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005700,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005701,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,<script>alert(ptk_xss_1)</script>,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005702,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005703,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005704,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)</noscript><script>alert(ptk_xss_2)</script>",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005705,unplanned,vehicle_breakdown,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9669359,77.7019289,unknown,East Zone 1,ORR East 2,2024-01-17 02:26:30.076000+00:00,,False,High,unknown,closed,ಕಾರ್ತಿಕ್ ನಗರ್ ಜಂಕ್ಷನ್ [LOCATION] ಈ ವಾಹನ ದ ಗೇರ್ ಬಾಕ್ಸ್ ಜಾಮ ಆಗಿರುವುದರಿಂದ್ ವಾಹನು ನೀತಿರುತ್ತದೆ ಸಂಚಾರ ಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇಲ್ಲಾ,truck,HAL Old Airport,,,,,,FKUSR01646,,2.0
FKID005706,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005707,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005708,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,"""",unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005709,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)'",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005710,unplanned,vehicle_breakdown,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",13.0422508,77.5976783,unknown,North Zone 1,ORR North 1,2024-01-17 01:23:18.237000+00:00,,False,High,unknown,closed,car off road due to wheel jaam bethel church toward veerannapalya sir,private_car,Hebbala,,,,,,FKUSR00859,,1.0
FKID005711,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005712,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,<svg><animate onbegin=alert(ptk_xss_3) attributeName=x dur=1s>,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005713,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005714,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005715,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005716,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005717,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005718,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)<svg><animate onbegin=alert(ptk_xss_3) attributeName=x dur=1s>",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005719,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005720,unplanned,accident,"<img src=x onerror=window.postMessage({""ptk"":"".gyet16udvif""})>2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005721,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,</noscript><script>alert(ptk_xss_2)</script>,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005722,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,"<img src=x onerror=window.postMessage({""ptk"":"".gyet16udvif""})>",unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005723,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005724,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,"<><img src=x onerror=window.postMessage({""ptk"":"".d3g53g6ki3d""})>",unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005725,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005726,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005727,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005728,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005729,unplanned,accident,"2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005730,unplanned,accident,"<><img src=x onerror=window.postMessage({""ptk"":"".d3g53g6ki3d""})>2nd Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12.91861725,77.58946,unknown,South Zone 1,Non-corridor,2024-01-16 23:18:15.118206+00:00,,False,Low,unknown,closed,,unknown,Jayanagara,,,,,,FKUSR01441,,23.0
FKID005731,unplanned,accident,"Hosur Road, Vidyanagar, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",12.823348,77.6852467,unknown,unknown,Non-corridor,2024-01-16 20:20:27.655000+00:00,,False,Low,unknown,closed,Vehicle slow mooving,unknown,Electronic City,,,,,,FKUSR00165,,20.0
